id,sex,age_adjusted,age_cat,,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,,,
815,Male,19,Less than 25,,Caucasian,0,3,0,0,0,,,Less than 25
817,Male,34,25 - 45,,Other,0,1,0,0,1,,,25 - 45
818,Male,23,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
820,Male,28,25 - 45,,Hispanic,1,10,1,0,20,,,25 - 45
821,Male,32,25 - 45,,African-American,0,7,0,0,0,,,25 - 45
823,Male,40,25 - 45,,African-American,0,7,0,0,14,,,25 - 45
825,Male,22,Less than 25,,Caucasian,0,10,0,1,9,,,Less than 25
835,Male,25,25 - 45,,African-American,0,9,0,0,5,,,25 - 45
836,Male,41,25 - 45,,Hispanic,0,1,0,0,2,,,25 - 45
838,Male,41,25 - 45,,African-American,0,3,0,0,1,,,25 - 45
841,Male,20,Less than 25,,Caucasian,0,2,0,0,2,,,Less than 25
843,Male,40,25 - 45,,African-American,0,5,0,0,8,,,25 - 45
844,Male,55,Greater than 45,,African-American,0,6,0,0,6,,,Greater than 45
847,Male,22,25 - 45,,African-American,0,6,0,1,3,,,25 - 45
848,Female,44,Greater than 45,,Other,0,1,0,0,0,,,Greater than 45
849,Male,37,25 - 45,,African-American,0,3,0,0,3,,,25 - 45
850,Male,18,Less than 25,,African-American,0,5,2,0,3,,,Less than 25
851,Male,61,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
852,Male,20,Less than 25,,African-American,0,7,1,0,3,,,Less than 25
855,Male,35,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
856,Male,39,25 - 45,,Caucasian,0,6,0,0,1,,,25 - 45
857,Male,26,25 - 45,,African-American,8,8,0,1,16,,,25 - 45
858,Female,27,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
861,Male,23,25 - 45,,Caucasian,0,4,0,0,2,,,25 - 45
864,Male,21,Less than 25,,Hispanic,0,8,0,0,8,,,Less than 25
870,Female,32,25 - 45,,African-American,0,2,0,0,6,,,25 - 45
871,Male,39,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
872,Male,35,25 - 45,,African-American,0,7,0,0,15,,,25 - 45
874,Male,23,25 - 45,,Hispanic,0,6,0,0,4,,,25 - 45
875,Female,22,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
880,Male,62,Greater than 45,,Hispanic,0,1,0,0,1,,,Greater than 45
881,Female,47,Greater than 45,,Caucasian,0,1,0,0,2,,,Greater than 45
882,Male,49,Greater than 45,,Caucasian,0,1,0,0,5,,,Greater than 45
884,Male,63,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
886,Female,43,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
887,Male,27,25 - 45,,African-American,0,6,0,1,5,,,25 - 45
888,Female,20,Less than 25,,Caucasian,0,3,0,0,0,,,Less than 25
890,Male,28,25 - 45,,Other,0,6,0,0,0,,,25 - 45
895,Male,28,25 - 45,,Other,0,2,0,0,1,,,25 - 45
899,Male,21,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
900,Female,18,Less than 25,,Caucasian,0,7,0,0,0,,,Less than 25
901,Male,24,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
904,Male,18,Less than 25,,Hispanic,0,2,0,0,0,,,Less than 25
905,Male,30,25 - 45,,Hispanic,0,1,0,0,1,,,25 - 45
906,Female,22,Less than 25,,Caucasian,0,5,0,1,0,,,Less than 25
909,Male,17,Less than 25,,African-American,1,3,0,0,1,,,Less than 25
913,Male,28,25 - 45,,African-American,0,8,0,0,3,,,25 - 45
914,Male,26,25 - 45,,African-American,0,7,0,0,3,,,25 - 45
916,Male,37,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
919,Male,35,25 - 45,,Hispanic,0,10,0,0,1,,,25 - 45
921,Male,27,25 - 45,,African-American,0,7,0,0,1,,,25 - 45
922,Male,25,25 - 45,,Caucasian,0,6,0,0,6,,,25 - 45
925,Male,34,25 - 45,,Caucasian,0,1,0,0,2,,,25 - 45
926,Male,26,25 - 45,,African-American,0,7,0,0,5,,,25 - 45
930,Male,20,Less than 25,,African-American,0,8,0,1,0,,,Less than 25
935,Male,49,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
944,Male,26,25 - 45,,African-American,0,3,0,0,10,,,25 - 45
946,Male,52,Greater than 45,,African-American,0,3,0,0,9,,,Greater than 45
947,Female,20,Less than 25,,Caucasian,0,10,0,0,3,,,Less than 25
948,Female,19,Less than 25,,African-American,0,5,0,0,0,,,Less than 25
949,Female,18,Less than 25,,Caucasian,0,10,0,0,2,,,Less than 25
951,Male,28,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
953,Male,27,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
955,Male,58,Greater than 45,,African-American,0,6,0,0,15,,,Greater than 45
958,Male,28,25 - 45,,Hispanic,0,2,0,0,0,,,25 - 45
959,Male,19,Less than 25,,African-American,0,9,1,1,4,,,Less than 25
960,Male,23,25 - 45,,Caucasian,0,7,0,0,3,,,25 - 45
962,Male,25,25 - 45,,Caucasian,0,9,0,0,5,,,25 - 45
963,Male,23,25 - 45,,Caucasian,0,5,0,0,1,,,25 - 45
964,Male,20,Less than 25,,Caucasian,0,5,2,0,3,,,Less than 25
965,Male,36,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
967,Male,24,25 - 45,,African-American,0,9,2,1,18,,,25 - 45
968,Female,34,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
969,Male,19,Less than 25,,Other,0,9,0,0,0,,,Less than 25
971,Female,57,Greater than 45,,African-American,0,2,0,0,4,,,Greater than 45
975,Male,19,Less than 25,,African-American,0,3,0,1,0,,,Less than 25
977,Female,19,Less than 25,,African-American,0,8,0,0,0,,,Less than 25
978,Male,26,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
987,Male,28,25 - 45,,African-American,0,8,0,0,8,,,25 - 45
988,Female,28,25 - 45,,African-American,0,6,0,0,10,,,25 - 45
990,Female,43,Greater than 45,,Caucasian,0,6,0,0,1,,,Greater than 45
993,Male,36,25 - 45,,Caucasian,0,2,0,0,2,,,25 - 45
995,Male,29,25 - 45,,African-American,0,8,0,0,0,,,25 - 45
996,Male,20,Less than 25,,African-American,0,4,0,0,1,,,Less than 25
998,Male,25,25 - 45,,African-American,0,7,0,0,13,,,25 - 45
1001,Male,45,Greater than 45,,African-American,0,9,0,0,20,,,Greater than 45
1003,Male,34,25 - 45,,African-American,0,9,0,1,1,,,25 - 45
1004,Male,21,Less than 25,,Hispanic,0,6,0,0,2,,,Less than 25
1005,Male,63,Greater than 45,,African-American,0,2,0,0,2,,,Greater than 45
1006,Male,33,25 - 45,,African-American,0,4,0,0,0,,,25 - 45
1007,Female,30,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
1008,Male,50,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
1009,Male,49,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
1014,Male,18,Less than 25,,African-American,0,5,0,0,0,,,Less than 25
1015,Male,35,25 - 45,,African-American,0,4,0,0,11,,,25 - 45
1016,Male,27,25 - 45,,Other,0,9,0,0,4,,,25 - 45
1020,Male,52,Greater than 45,,Other,0,1,0,0,0,,,Greater than 45
1022,Female,29,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
1023,Female,57,Greater than 45,,Caucasian,0,3,0,0,2,,,Greater than 45
1024,Male,24,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
1025,Male,34,25 - 45,,African-American,0,7,0,0,0,,,25 - 45
1026,Male,45,Greater than 45,,African-American,0,9,0,0,17,,,Greater than 45
1030,Female,25,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
1031,Female,33,25 - 45,,Caucasian,0,9,0,1,15,,,25 - 45
1032,Male,26,25 - 45,,Hispanic,0,9,0,0,7,,,25 - 45
1034,Male,19,Less than 25,,African-American,0,10,0,1,2,,,Less than 25
1037,Male,18,Less than 25,,Asian,0,6,0,1,0,,,Less than 25
1043,Male,29,25 - 45,,African-American,0,7,0,0,5,,,25 - 45
1044,Male,34,25 - 45,,African-American,0,5,1,0,4,,,25 - 45
1048,Male,42,25 - 45,,African-American,0,8,0,0,14,,,25 - 45
1049,Male,50,Greater than 45,,Caucasian,0,1,0,0,2,,,Greater than 45
1051,Male,30,25 - 45,,African-American,0,2,0,0,3,,,25 - 45
1056,Male,46,Greater than 45,,Caucasian,0,5,0,0,2,,,Greater than 45
1057,Male,55,Greater than 45,,African-American,0,7,0,0,20,,,Greater than 45
1058,Male,25,25 - 45,,African-American,0,4,0,0,2,,,25 - 45
1059,Male,21,Less than 25,,African-American,0,6,0,0,1,,,Less than 25
1060,Male,42,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
1061,Male,43,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
1062,Male,34,25 - 45,,African-American,0,3,0,0,6,,,25 - 45
1063,Male,23,25 - 45,,African-American,0,6,0,0,10,,,25 - 45
1065,Male,25,25 - 45,,African-American,0,8,1,0,10,,,25 - 45
1066,Male,37,25 - 45,,Caucasian,0,2,0,0,1,,,25 - 45
1068,Female,57,Greater than 45,,Caucasian,0,3,0,0,9,,,Greater than 45
1069,Male,51,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
1072,Male,26,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
1073,Male,20,Less than 25,,Hispanic,0,4,0,0,0,,,Less than 25
1076,Female,43,Greater than 45,,Caucasian,0,8,0,0,2,,,Greater than 45
1082,Male,47,Greater than 45,,African-American,0,8,0,0,18,,,Greater than 45
1084,Male,42,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
1088,Male,58,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
1089,Male,31,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
1092,Male,21,Less than 25,,Hispanic,0,10,0,0,1,,,Less than 25
1094,Male,23,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
1096,Male,65,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
1103,Male,20,Less than 25,,African-American,0,8,0,0,0,,,Less than 25
1106,Male,38,25 - 45,,Caucasian,0,1,0,0,1,,,25 - 45
1107,Male,19,Less than 25,,Caucasian,0,4,1,1,1,,,Less than 25
1110,Female,32,25 - 45,,African-American,0,10,0,0,4,,,25 - 45
1111,Male,45,Greater than 45,,African-American,0,6,0,0,2,,,Greater than 45
1119,Male,21,Less than 25,,African-American,0,9,0,1,6,,,Less than 25
1120,Male,21,Less than 25,,African-American,0,8,0,0,0,,,Less than 25
1121,Male,26,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
1122,Male,22,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
1123,Male,47,Greater than 45,,African-American,0,9,0,0,11,,,Greater than 45
1127,Male,20,Less than 25,,African-American,0,2,0,0,0,,,Less than 25
1130,Male,29,25 - 45,,Caucasian,0,5,0,0,22,,,25 - 45
1131,Male,18,Less than 25,,African-American,0,10,0,0,0,,,Less than 25
1136,Male,22,25 - 45,,African-American,0,5,1,1,7,,,25 - 45
1138,Female,23,25 - 45,,African-American,0,9,0,0,1,,,25 - 45
1140,Male,68,Greater than 45,,African-American,0,1,0,0,8,,,Greater than 45
1141,Male,36,25 - 45,,African-American,0,9,4,0,10,,,25 - 45
1142,Female,34,25 - 45,,African-American,0,5,0,0,0,,,25 - 45
1143,Male,19,Less than 25,,African-American,0,5,0,2,0,,,Less than 25
1145,Male,21,Less than 25,,African-American,0,5,0,0,2,,,Less than 25
1146,Male,23,25 - 45,,African-American,0,7,0,0,4,,,25 - 45
1151,Male,19,Less than 25,,Other,0,4,0,0,1,,,Less than 25
1153,Female,18,Less than 25,,Caucasian,0,8,0,0,1,,,Less than 25
1156,Female,21,Less than 25,,African-American,0,2,0,0,0,,,Less than 25
1159,Female,50,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
1160,Female,20,Less than 25,,African-American,0,7,0,0,0,,,Less than 25
1162,Male,25,25 - 45,,African-American,0,7,0,1,5,,,25 - 45
1163,Male,22,25 - 45,,African-American,0,6,0,0,6,,,25 - 45
1165,Male,21,Less than 25,,Other,0,4,0,0,2,,,Less than 25
1170,Male,25,25 - 45,,Other,0,2,0,0,1,,,25 - 45
1172,Male,29,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
1173,Male,39,25 - 45,,African-American,0,6,0,0,8,,,25 - 45
1176,Male,22,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
1177,Male,44,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
1179,Male,34,25 - 45,,African-American,0,2,0,0,4,,,25 - 45
1181,Female,32,25 - 45,,African-American,0,5,0,0,4,,,25 - 45
1186,Male,22,Less than 25,,Caucasian,0,4,0,0,1,,,Less than 25
1191,Male,19,Less than 25,,Caucasian,0,4,0,0,0,,,Less than 25
1192,Male,54,Greater than 45,,African-American,0,6,0,0,11,,,Greater than 45
1193,Male,45,Greater than 45,,Caucasian,0,7,0,0,0,,,Greater than 45
1194,Male,33,25 - 45,,Other,0,1,0,0,0,,,25 - 45
1195,Female,34,25 - 45,,African-American,0,7,0,0,3,,,25 - 45
1197,Male,20,Less than 25,,African-American,0,9,1,0,1,,,Less than 25
1198,Male,28,25 - 45,,Caucasian,0,3,0,0,2,,,25 - 45
1200,Male,22,Less than 25,,African-American,0,5,0,0,0,,,Less than 25
1202,Male,30,25 - 45,,African-American,0,9,0,1,22,,,25 - 45
1204,Female,21,Less than 25,,Other,0,4,0,0,0,,,Less than 25
1205,Male,61,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
1206,Male,27,25 - 45,,Other,0,1,0,0,0,,,25 - 45
1209,Male,18,Less than 25,,Caucasian,0,4,0,2,0,,,Less than 25
1213,Female,34,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
1215,Male,79,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
1216,Male,25,25 - 45,,Caucasian,0,6,0,0,2,,,25 - 45
1219,Female,31,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
1220,Male,35,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
1222,Male,27,25 - 45,,African-American,0,10,0,0,17,,,25 - 45
1225,Male,22,Less than 25,,African-American,0,1,0,0,1,,,Less than 25
1229,Male,33,25 - 45,,African-American,0,6,0,0,7,,,25 - 45
1233,Male,24,25 - 45,,Caucasian,0,4,0,0,8,,,25 - 45
1235,Male,25,25 - 45,,African-American,0,7,0,0,14,,,25 - 45
1237,Male,29,25 - 45,,African-American,0,5,0,0,0,,,25 - 45
1238,Female,31,25 - 45,,Caucasian,0,3,0,0,1,,,25 - 45
1239,Male,30,25 - 45,,African-American,0,8,0,0,5,,,25 - 45
1240,Male,26,25 - 45,,African-American,0,10,1,0,16,,,25 - 45
1241,Male,32,25 - 45,,Caucasian,0,3,0,0,1,,,25 - 45
1242,Female,34,25 - 45,,Other,0,1,0,0,0,,,25 - 45
1243,Male,40,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
1244,Male,45,Greater than 45,,Caucasian,0,4,0,0,2,,,Greater than 45
1247,Female,20,Less than 25,,African-American,0,3,0,0,1,,,Less than 25
1248,Male,37,25 - 45,,Caucasian,0,2,0,0,2,,,25 - 45
1250,Male,33,25 - 45,,African-American,0,8,0,0,13,,,25 - 45
1252,Male,30,25 - 45,,Other,0,1,0,0,0,,,25 - 45
1253,Male,18,Less than 25,,Other,0,3,0,0,0,,,Less than 25
1254,Male,40,25 - 45,,African-American,1,8,0,0,20,,,25 - 45
1255,Male,22,25 - 45,,African-American,0,8,1,1,3,,,25 - 45
1256,Male,46,Greater than 45,,African-American,1,10,0,0,25,,,Greater than 45
1257,Male,19,Less than 25,,African-American,0,7,0,1,1,,,Less than 25
1258,Male,49,Greater than 45,,African-American,1,8,0,0,9,,,Greater than 45
1262,Male,53,Greater than 45,,Caucasian,0,1,0,0,4,,,Greater than 45
1268,Male,25,25 - 45,,African-American,0,4,0,0,1,,,25 - 45
1269,Male,27,25 - 45,,African-American,0,4,0,0,2,,,25 - 45
1272,Male,35,25 - 45,,African-American,0,5,0,0,6,,,25 - 45
1274,Male,40,25 - 45,,Other,0,2,0,0,3,,,25 - 45
1275,Male,48,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
1276,Male,18,Less than 25,,African-American,0,7,0,1,1,,,Less than 25
1281,Female,38,25 - 45,,Caucasian,0,2,0,0,1,,,25 - 45
1282,Male,19,Less than 25,,African-American,0,8,0,1,1,,,Less than 25
1283,Male,18,Less than 25,,African-American,0,9,1,1,1,,,Less than 25
1286,Male,21,Less than 25,,Caucasian,0,4,2,0,3,,,Less than 25
1290,Male,23,25 - 45,,African-American,0,8,1,0,4,,,25 - 45
1292,Male,45,Greater than 45,,Caucasian,0,2,0,0,1,,,Greater than 45
1293,Male,22,Less than 25,,African-American,0,5,1,0,5,,,Less than 25
1295,Male,24,25 - 45,,Caucasian,0,4,0,0,0,,,25 - 45
1296,Male,43,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
1298,Male,21,Less than 25,,African-American,0,9,1,1,7,,,Less than 25
1305,Male,33,25 - 45,,African-American,0,8,0,0,9,,,25 - 45
1306,Male,27,25 - 45,,African-American,0,4,0,0,5,,,25 - 45
1310,Female,19,Less than 25,,Caucasian,0,6,0,0,1,,,Less than 25
1313,Male,21,25 - 45,,African-American,0,9,0,0,0,,,25 - 45
1314,Male,28,25 - 45,,African-American,0,8,3,0,25,,,25 - 45
1315,Male,21,Less than 25,,African-American,0,4,0,0,0,,,Less than 25
1318,Male,37,25 - 45,,African-American,0,8,0,0,13,,,25 - 45
1320,Male,43,Greater than 45,,Other,0,1,0,0,0,,,Greater than 45
1323,Female,27,25 - 45,,African-American,0,3,0,0,4,,,25 - 45
1324,Male,36,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
1325,Female,49,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
1326,Male,20,Less than 25,,African-American,1,9,0,1,3,,,Less than 25
1328,Female,24,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
1329,Male,19,Less than 25,,Caucasian,0,8,1,0,1,,,Less than 25
1332,Male,31,25 - 45,,Other,0,3,0,0,4,,,25 - 45
1334,Male,26,25 - 45,,African-American,0,3,0,0,1,,,25 - 45
1342,Male,30,25 - 45,,African-American,0,7,0,0,1,,,25 - 45
1343,Male,22,Less than 25,,Hispanic,0,6,0,0,3,,,Less than 25
1344,Male,49,Greater than 45,,African-American,0,2,0,0,3,,,Greater than 45
1345,Male,18,Less than 25,,Caucasian,0,4,0,0,1,,,Less than 25
1346,Male,29,25 - 45,,African-American,0,5,0,0,4,,,25 - 45
1347,Female,28,25 - 45,,Caucasian,0,3,0,0,1,,,25 - 45
1349,Male,41,25 - 45,,Hispanic,0,1,0,0,0,,,25 - 45
1351,Male,23,25 - 45,,African-American,0,7,0,0,9,,,25 - 45
1353,Male,51,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
1354,Male,25,25 - 45,,Hispanic,0,1,0,0,1,,,25 - 45
1356,Female,54,Greater than 45,,Hispanic,0,2,0,0,1,,,Greater than 45
1358,Male,25,25 - 45,,African-American,0,6,0,0,3,,,25 - 45
1360,Male,30,25 - 45,,African-American,0,1,0,0,3,,,25 - 45
1361,Male,24,25 - 45,,African-American,0,3,0,0,5,,,25 - 45
1366,Female,40,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
1367,Male,30,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
1369,Female,26,25 - 45,,Caucasian,0,4,0,1,3,,,25 - 45
1370,Female,50,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
1372,Male,21,Less than 25,,Caucasian,0,2,0,0,0,,,Less than 25
1375,Male,25,25 - 45,,Hispanic,0,2,0,0,1,,,25 - 45
1376,Male,26,25 - 45,,Hispanic,0,5,0,0,1,,,25 - 45
1377,Male,36,25 - 45,,African-American,0,7,0,1,6,,,25 - 45
1380,Male,43,Greater than 45,,African-American,0,2,0,0,2,,,Greater than 45
1382,Male,22,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
1384,Male,49,Greater than 45,,Caucasian,0,5,0,0,1,,,Greater than 45
1385,Male,25,25 - 45,,African-American,0,2,0,0,4,,,25 - 45
1388,Female,54,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
1393,Male,46,Greater than 45,,African-American,0,1,0,0,3,,,Greater than 45
1396,Male,30,25 - 45,,African-American,0,10,0,0,19,,,25 - 45
1397,Male,60,Greater than 45,,African-American,0,9,0,0,3,,,Greater than 45
1399,Male,26,25 - 45,,Caucasian,0,3,0,0,2,,,25 - 45
1408,Male,26,25 - 45,,African-American,0,7,0,0,10,,,25 - 45
1410,Male,25,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
1411,Female,67,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
1412,Male,45,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
1418,Male,42,Greater than 45,,Hispanic,0,3,0,0,1,,,Greater than 45
1419,Female,31,25 - 45,,Caucasian,0,1,0,0,1,,,25 - 45
1422,Female,25,25 - 45,,Hispanic,0,2,0,0,0,,,25 - 45
1427,Male,30,25 - 45,,African-American,0,9,0,0,14,,,25 - 45
1428,Male,22,Less than 25,,African-American,0,7,0,0,2,,,Less than 25
1430,Male,44,Greater than 45,,Hispanic,0,4,0,0,0,,,Greater than 45
1431,Male,23,25 - 45,,Caucasian,0,5,0,0,1,,,25 - 45
1433,Male,18,Less than 25,,African-American,0,8,0,0,1,,,Less than 25
1435,Male,23,25 - 45,,African-American,0,2,0,0,2,,,25 - 45
1436,Male,20,Less than 25,,African-American,1,7,1,0,6,,,Less than 25
1438,Female,23,25 - 45,,Caucasian,0,6,0,0,0,,,25 - 45
1441,Male,28,25 - 45,,African-American,0,5,0,0,1,,,25 - 45
1445,Male,30,25 - 45,,African-American,0,7,0,0,7,,,25 - 45
1446,Male,33,25 - 45,,Caucasian,0,1,0,0,2,,,25 - 45
1452,Female,19,Less than 25,,Caucasian,0,5,1,0,0,,,Less than 25
1455,Male,51,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
1456,Male,26,25 - 45,,African-American,0,6,0,0,10,,,25 - 45
1458,Male,20,Less than 25,,Caucasian,0,3,0,0,0,,,Less than 25
1461,Male,21,Less than 25,,African-American,0,6,0,0,2,,,Less than 25
1462,Male,27,25 - 45,,Hispanic,0,1,0,0,1,,,25 - 45
1463,Male,33,25 - 45,,African-American,0,8,0,0,5,,,25 - 45
1467,Male,27,25 - 45,,African-American,0,7,0,1,10,,,25 - 45
1470,Male,51,Greater than 45,,African-American,0,5,0,0,4,,,Greater than 45
1479,Male,49,Greater than 45,,African-American,0,1,0,0,6,,,Greater than 45
1481,Male,26,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
1482,Female,21,Less than 25,,African-American,0,7,0,0,6,,,Less than 25
1483,Male,33,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
1484,Male,30,25 - 45,,Caucasian,0,9,0,0,8,,,25 - 45
1486,Male,23,25 - 45,,Hispanic,0,3,0,0,0,,,25 - 45
1491,Female,28,25 - 45,,African-American,0,4,0,0,3,,,25 - 45
1497,Male,30,25 - 45,,Caucasian,1,4,0,0,8,,,25 - 45
1499,Male,26,25 - 45,,African-American,0,10,0,0,6,,,25 - 45
1505,Male,18,Less than 25,,African-American,0,8,0,1,0,,,Less than 25
1508,Female,20,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
1509,Male,42,Greater than 45,,Hispanic,0,1,0,0,2,,,Greater than 45
1513,Male,26,25 - 45,,African-American,0,5,0,0,6,,,25 - 45
1515,Male,48,Greater than 45,,African-American,0,4,0,0,17,,,Greater than 45
1520,Male,22,Less than 25,,Caucasian,0,6,0,0,2,,,Less than 25
1522,Male,20,Less than 25,,African-American,0,7,0,0,2,,,Less than 25
1530,Male,66,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
1531,Male,18,Less than 25,,Hispanic,0,5,0,1,1,,,Less than 25
1532,Male,56,Greater than 45,,Hispanic,0,1,0,0,1,,,Greater than 45
1533,Male,37,25 - 45,,African-American,0,6,0,0,1,,,25 - 45
1538,Male,41,25 - 45,,Caucasian,0,3,0,0,6,,,25 - 45
1541,Male,29,25 - 45,,African-American,0,10,0,0,0,,,25 - 45
1542,Male,32,25 - 45,,African-American,0,7,1,0,17,,,25 - 45
1543,Male,25,25 - 45,,African-American,0,10,0,0,11,,,25 - 45
1545,Male,30,25 - 45,,African-American,0,5,0,0,1,,,25 - 45
1548,Male,25,25 - 45,,African-American,0,9,0,0,6,,,25 - 45
1550,Male,58,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
1551,Male,51,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
1553,Male,48,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
1559,Male,22,Less than 25,,Caucasian,1,4,2,0,3,,,Less than 25
1560,Male,52,Greater than 45,,Hispanic,0,2,0,0,1,,,Greater than 45
1562,Male,23,25 - 45,,Hispanic,0,3,0,0,0,,,25 - 45
1563,Female,72,Greater than 45,,African-American,0,1,0,0,5,,,Greater than 45
1568,Male,32,25 - 45,,Other,0,2,0,0,0,,,25 - 45
1569,Female,22,25 - 45,,African-American,0,7,0,0,5,,,25 - 45
1571,Male,43,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
1572,Male,24,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
1575,Male,26,25 - 45,,African-American,0,3,0,0,3,,,25 - 45
1576,Male,39,25 - 45,,African-American,1,8,0,1,13,,,25 - 45
1577,Male,56,Greater than 45,,African-American,0,1,0,0,2,,,Greater than 45
1581,Male,43,Greater than 45,,Caucasian,0,4,0,0,5,,,Greater than 45
1584,Male,21,25 - 45,,Other,0,2,0,0,1,,,25 - 45
1587,Male,52,Greater than 45,,Caucasian,0,1,0,0,2,,,Greater than 45
1588,Male,33,25 - 45,,African-American,0,10,0,0,1,,,25 - 45
1590,Male,41,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
1591,Female,51,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
1594,Female,19,Less than 25,,African-American,0,5,0,0,0,,,Less than 25
1595,Male,52,Greater than 45,,African-American,0,10,0,0,17,,,Greater than 45
1599,Female,35,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
1601,Male,29,25 - 45,,Caucasian,0,2,0,0,2,,,25 - 45
1604,Male,33,25 - 45,,African-American,0,5,0,0,4,,,25 - 45
1606,Female,28,25 - 45,,African-American,0,8,0,0,0,,,25 - 45
1608,Female,47,Greater than 45,,Caucasian,0,6,0,0,30,,,Greater than 45
1611,Male,44,Greater than 45,,African-American,0,3,0,0,4,,,Greater than 45
